Day fraction since midnight on 5/7/2018,Time (sec),Time (min),Source Pressure (Pa),Turbidity Effluent (),Turbidimeter Influent (),BW Pump control (),Raw Water Pump control (),PAC Pump control ()
0.61386396,4125.005568,68.7500928,31160.35742,1.27,10.494,0.99999947,0.14210526,0.80305263
0.61392186,4130.008128,68.8334688,30976.00781,1.27,11.436,0.99999947,0.14210526,0.80305263
0.61397971,4135.006368,68.9167728,30816.17188,1.27,11.115,0.99999947,0.14210526,0.80305263
0.6140376,4140.008064,69.0001344,30671.60547,1.27,11.609,0.99999947,0.14210526,0.80305263
0.61409547,4145.008032,69.0834672,30480.67578,1.27,11.398,0.99999947,0.14210526,0.80305263
0.61415333,4150.007136,69.1667856,30551.14844,1.27,11.352,0.99999947,0.14210526,0.80305263
0.61421119,4155.00624,69.250104,30633.25586,1.27,11.793,0.99999947,0.14210526,0.80305263
0.61426907,4160.007072,69.3334512,30751.76172,1.27,11.762,0.99999947,0.14210526,0.80305263
0.61432692,4165.005312,69.4167552,30817.86914,1.27,11.401,0.99999947,0.14210526,0.80305263
0.61438481,4170.007008,69.5001168,30896.0625,1.27,10.846,0.99999947,0.14210526,0.80305263
0.61444266,4175.005248,69.5834208,30974.06836,1.27,10.95,0.99999947,0.14210526,0.80305263
0.61450054,4180.00608,69.666768,31066.0332,1.27,11.205,0.99999947,0.14210526,0.80305263
0.61455842,4185.006912,69.7501152,31130.45508,1.27,10.777,0.99999947,0.14210526,0.80305263
0.61461627,4190.005152,69.8334192,31223.17773,1.27,10.702,0.99999947,0.14210526,0.80305263
0.61467415,4195.005984,69.9167664,31278.88672,1.27,10.596,0.99999947,0.14210526,0.80305263
0.61473201,4200.005088,70.0000848,31343.25781,1.27,11.012,0.99999947,0.14210526,0.80305263
0.61478989,4205.00592,70.083432,31427.69531,1.27,11.49,0.99999947,0.14210526,0.80305263
0.61484776,4210.005888,70.1667648,31519.41406,1.27,11.195,0.99999947,0.14210526,0.80305263
0.61490563,4215.005856,70.2500976,31562.30859,1.27,11.239,0.99999947,0.14210526,0.80305263
0.6149635,4220.005824,70.3334304,31627.23633,1.27,11.35,0.99999947,0.14210526,0.80305263
0.61502138,4225.006656,70.4167776,31727.32422,1.27,11.013,0.99999947,0.14210526,0.80305263
0.61507927,4230.008352,70.5001392,31774.91992,1.27,11.064,0.99999947,0.14210526,0.80305263
0.61513711,4235.005728,70.5834288,31831.85938,1.27,11.018,0.99999947,0.14210526,0.80305263
0.615195,4240.007424,70.6667904,31900.39258,1.27,10.968,0.99999947,0.14210526,0.80305263
0.61525285,4245.005664,70.7500944,31948.25391,1.27,10.82,0.99999947,0.14210526,0.80305263
0.61531071,4250.004768,70.8334128,32018.28516,1.27,10.904,0.99999947,0.14210526,0.80305263
0.61536859,4255.0056,70.91676,32075.11328,1.27,10.758,0.99999947,0.14210526,0.80305263
0.61542646,4260.005568,71.0000928,32112.61133,1.27,10.446,0.99999947,0.14210526,0.80305263
0.61548433,4265.005536,71.0834256,32104.69727,1.27,11.801,0.99999947,0.14210526,0.80305263
0.6155422,4270.005504,71.1667584,32085.58594,1.27,10.988,0.99999947,0.14210526,0.80305263
0.61560009,4275.0072,71.25012,32092.86719,1.27,11.067,0.99999947,0.14210526,0.80305263
0.61565793,4280.004576,71.3334096,32062.72266,1.27,10.849,0.99999947,0.14210526,0.80305263
0.61571582,4285.006272,71.4167712,32064.39453,1.27,10.535,0.99999947,0.14210526,0.80305263
0.61577368,4290.005376,71.5000896,32034.14844,1.27,10.361,0.99999947,0.14210526,0.80305263
0.61583157,4295.007072,71.5834512,32042.97461,1.27,9.6335,0.99999947,0.14210526,0.80305263
0.61588943,4300.006176,71.6667696,32049.58789,1.27,10.093,0.99999947,0.14210526,0.80305263
0.61594731,4305.007008,71.7501168,32035.67578,1.27,10.251,0.99999947,0.14210526,0.80305263
0.61600517,4310.006112,71.8334352,32010.16992,1.27,10.873,0.99999947,0.14210526,0.80305263
0.61606304,4315.00608,71.916768,32017.49023,1.27,14.922,0.99999947,0.14210526,0.80305263
0.6161209,4320.005184,72.0000864,32009.95117,1.27,13.705,0.99999947,0.14210526,0.80305263
0.61617879,4325.00688,72.083448,32013.48047,1.27,12.835,0.99999947,0.14210526,0.80305263
0.61623664,4330.00512,72.166752,32018.34961,1.27,12.723,0.99999947,0.14210526,0.80305263
0.61629452,4335.005952,72.2500992,31998.62305,1.27,11.692,0.99999947,0.14210526,0.80305263
0.61635238,4340.005056,72.3334176,31960.00977,1.27,11.655,0.99999947,0.14210526,0.80305263
0.61641026,4345.005888,72.4167648,31960.92188,1.27,11.994,0.99999947,0.14210526,0.80305263
0.61646813,4350.005856,72.5000976,31973.26953,1.27,11.648,0.99999947,0.14210526,0.80305263
0.616526,4355.005824,72.5834304,31945.83984,1.27,11.513,0.99999947,0.14210526,0.80305263
0.61658389,4360.00752,72.666792,31974.19141,1.27,11.565,0.99999947,0.14210526,0.80305263
0.61664174,4365.00576,72.750096,31915.85156,1.27,11.438,0.99999947,0.14210526,0.80305263
0.61669961,4370.005728,72.8334288,31908.81641,1.27,11.228,0.99999947,0.14210526,0.80305263
0.61675748,4375.005696,72.9167616,31926.45508,1.27,11.274,0.99999947,0.14210526,0.80305263
0.61681535,4380.005664,73.0000944,31913.0957,1.27,10.955,0.99999947,0.14210526,0.80305263
0.61687323,4385.006496,73.0834416,31923.39063,1.27,10.956,0.99999947,0.14210526,0.80305263
0.61693112,4390.008192,73.1668032,31913.00586,1.27,10.734,0.99999947,0.14210526,0.80305263
0.61698897,4395.006432,73.2501072,31899.37891,1.27,11.165,0.99999947,0.14210526,0.80305263
0.61704684,4400.0064,73.33344,31883.70313,1.27,11.189,0.99999947,0.14210526,0.80305263
0.61710474,4405.00896,73.416816,31831.45313,1.27,10.926,0.99999947,0.14210526,0.80305263
0.61716257,4410.005472,73.5000912,31851.8125,1.27,10.863,0.99999947,0.14210526,0.80305263
0.61722044,4415.00544,73.583424,31868.94141,1.27,11.518,0.99999947,0.14210526,0.80305263
0.61727832,4420.006272,73.6667712,31819.27148,1.27,12.125,0.99999947,0.14210526,0.80305263
0.61733619,4425.00624,73.750104,31856.96289,1.27,11.422,0.99999947,0.14210526,0.80305263
0.61739406,4430.006208,73.8334368,31798.07031,1.27,10.869,0.99999947,0.14210526,0.80305263
0.61745196,4435.008768,73.9168128,31793.27734,1.27,11.426,0.99999947,0.14210526,0.80305263
0.6175098,4440.006144,74.0001024,31804.00391,1.27,11.145,0.99999947,0.14210526,0.80305263
0.61756768,4445.006976,74.0834496,31799.73242,1.27,10.784,0.99999947,0.14210526,0.80305263
0.61762554,4450.00608,74.166768,31769.30273,1.27,10.385,0.99999947,0.14210526,0.80305263
0.61768341,4455.006048,74.2501008,31750.1543,1.27,10.809,0.99999947,0.14210526,0.80305263
0.61774128,4460.006016,74.3334336,31762.45313,1.27,14.746,0.99999947,0.14210526,0.80305263
0.61779917,4465.007712,74.4167952,31765.01953,1.27,13.13,0.99999947,0.14210526,0.80305263
0.61785703,4470.006816,74.5001136,31733.73438,1.27,11.782,0.99999947,0.14210526,0.80305263
0.6179149,4475.006784,74.5834464,31729.83789,1.27,11.996,0.99999947,0.14210526,0.80305263
0.61797277,4480.006752,74.6667792,31740.51758,1.27,11.268,0.99999947,0.14210526,0.80305263
0.61803064,4485.00672,74.750112,31723.45508,1.27,10.874,0.99999947,0.14210526,0.80305263
0.61808849,4490.00496,74.833416,31687.6582,1.27,10.921,0.99999947,0.14210526,0.80305263
0.61814638,4495.006656,74.9167776,31705.44141,1.27,11.08,0.99999947,0.14210526,0.80305263
0.61820426,4500.007488,75.0001248,31673.76172,1.27,11.047,0.99999947,0.14210526,0.80305263
0.61826211,4505.005728,75.0834288,31703.90039,1.27,10.725,0.99999947,0.14210526,0.80305263
0.61831998,4510.005696,75.1667616,31670.08789,1.27,11.204,0.99999947,0.14210526,0.80305263
0.61837785,4515.005664,75.2500944,31661.03516,1.27,11.142,0.99999947,0.14210526,0.80305263
0.61843572,4520.005632,75.3334272,31655.26563,1.27,11.25,0.99999947,0.14210526,0.80305263
0.6184936,4525.006464,75.4167744,31637.25,1.27,10.893,0.99999947,0.14210526,0.80305263
0.61855147,4530.006432,75.5001072,31651.80469,1.27,11.232,0.99999947,0.14210526,0.80305263
0.61860934,4535.0064,75.58344,31620.35742,1.27,11.484,0.99999947,0.14210526,0.80305263
0.61866722,4540.007232,75.6667872,31629.63086,1.27,11.604,0.99999947,0.14210526,0.80305263
0.61872508,4545.006336,75.7501056,31580.48828,1.27,11.361,0.99999947,0.14210526,0.80305263
0.61878294,4550.00544,75.833424,31582.37891,1.27,11.474,0.99999947,0.14210526,0.80305263
0.61884081,4555.005408,75.9167568,31554.29297,1.27,11.66,0.99999947,0.14210526,0.80305263
0.61889869,4560.00624,76.000104,31549.94531,1.27,12.567,0.99999947,0.14210526,0.80305263
0.61895656,4565.006208,76.0834368,31570.14453,1.27,11.893,0.99999947,0.14210526,0.80305263
0.61901444,4570.00704,76.166784,31577.96289,1.27,11.386,0.99999947,0.14210526,0.80305263
0.61907229,4575.00528,76.250088,31530.53516,1.27,11.802,0.99999947,0.14210526,0.80305263
0.6191302,4580.008704,76.3334784,31539.59961,1.27,11.571,0.99999947,0.14210526,0.80305263
0.61918805,4585.006944,76.4167824,31535.68555,1.27,11.169,0.99999947,0.14210526,0.80305263
0.61924591,4590.006048,76.5001008,31512.14453,1.27,10.995,0.99999947,0.14210526,0.80305263
0.61930379,4595.00688,76.583448,31520.09766,1.27,10.749,0.99999947,0.14210526,0.80305263
0.61936166,4600.006848,76.6667808,31522.45703,1.27,11.207,0.99999947,0.14210526,0.80305263
0.61941952,4605.005952,76.7500992,31484.61523,1.27,11.406,0.99999947,0.14210526,0.80305263
0.61947738,4610.005056,76.8334176,31464.39453,1.27,10.875,0.99999947,0.14210526,0.80305263
0.61953527,4615.006752,76.9167792,31449.70898,1.27,10.843,0.99999947,0.14210526,0.80305263
0.61959313,4620.005856,77.0000976,31433.42969,1.27,10.64,0.99999947,0.14210526,0.80305263
0.619651,4625.005824,77.0834304,31446.49414,1.27,10.818,0.99999947,0.14210526,0.80305263
0.61970889,4630.00752,77.166792,31411.78125,1.27,10.857,0.99999947,0.14210526,0.80305263
0.61976674,4635.00576,77.250096,31444.42578,1.27,10.742,0.99999947,0.14210526,0.80305263
0.61982462,4640.006592,77.3334432,31412.69141,1.27,10.426,0.99999947,0.14210526,0.80305263
0.61988247,4645.004832,77.4167472,31399.76758,1.27,10.32,0.99999947,0.14210526,0.80305263
0.61994035,4650.005664,77.5000944,31379.25195,1.27,10.617,0.99999947,0.14210526,0.80305263
0.61999824,4655.00736,77.583456,31371.5332,1.27,10.429,0.99999947,0.14210526,0.80305263
0.62005609,4660.0056,77.66676,31389.91602,1.27,10.826,0.99999947,0.14210526,0.80305263
0.62011398,4665.007296,77.7501216,31369.56836,1.27,12.783,0.99999947,0.14210526,0.80305263
0.62017185,4670.007264,77.8334544,31362.30273,1.27,12.001,0.99999947,0.14210526,0.80305263
0.6202297,4675.005504,77.9167584,31335.7207,1.27,11.131,0.99999947,0.14210526,0.80305263
0.62028757,4680.005472,78.0000912,31336.3457,1.27,10.46,0.99999947,0.14210526,0.80305263
0.62034546,4685.007168,78.0834528,31312.45117,1.27,10.5,0.99999947,0.14210526,0.80305263
0.62040331,4690.005408,78.1667568,31336.3457,1.27,9.963,0.99999947,0.14210526,0.80305263
0.6204612,4695.007104,78.2501184,31285.12891,1.27,10.409,0.99999947,0.14210526,0.80305263
0.62051906,4700.006208,78.3334368,31278.30469,1.27,10.624,0.99999947,0.14210526,0.80305263
0.62057693,4705.006176,78.4167696,31262.5957,1.27,13.679,0.99999947,0.14210526,0.80305263
0.62063479,4710.00528,78.500088,31247.82422,1.27,12.528,0.99999947,0.14210526,0.80305263
0.62069269,4715.00784,78.583464,31271.67188,1.27,11.949,0.99999947,0.14210526,0.80305263
0.62075054,4720.00608,78.666768,31211.61523,1.27,10.842,0.99999947,0.14210526,0.80305263
0.6208084,4725.005184,78.7500864,31205.79688,1.27,10.703,0.99999947,0.14210526,0.80305263
0.62086628,4730.006016,78.8334336,31197.69141,1.27,11.423,0.99999947,0.14210526,0.80305263
0.62092415,4735.005984,78.9167664,31201.31055,1.27,10.831,0.99999947,0.14210526,0.80305263
0.62098202,4740.005952,79.0000992,31137.40234,1.27,11.267,0.99999947,0.14210526,0.80305263
0.62103989,4745.00592,79.083432,31140.65039,1.27,10.259,0.99999947,0.14210526,0.80305263
0.62109777,4750.006752,79.1667792,31137.68555,1.27,9.3352,0.99999947,0.14210526,0.80305263
0.62115563,4755.005856,79.2500976,31113.70508,1.26,9.8762,0.99999947,0.14210526,0.80305263
0.62121351,4760.006688,79.3334448,31098.14258,1.26,9.8787,0.99999947,0.14210526,0.80305263
0.62127137,4765.005792,79.4167632,31108.07617,1.26,9.9467,0.99999947,0.14210526,0.80305263
0.62132924,4770.00576,79.500096,31092.03516,1.26,9.9187,0.99999947,0.14210526,0.80305263
0.62138711,4775.005728,79.5834288,31085.12695,1.26,10.315,0.99999947,0.14210526,0.80305263
0.62144498,4780.005696,79.6667616,31086.26172,1.26,10.334,0.99999947,0.14210526,0.80305263
0.62150286,4785.006528,79.7501088,31088.35156,1.26,10.834,0.99999947,0.14210526,0.80305263
0.62156073,4790.006496,79.8334416,31114.52539,1.26,13.273,0.99999947,0.14210526,0.80305263
0.62161861,4795.007328,79.9167888,31106.58008,1.26,11.913,0.99999947,0.14210526,0.80305263
0.62167648,4800.007296,80.0001216,31123.93164,1.26,10.927,0.99999947,0.14210526,0.80305263
0.62173434,4805.0064,80.08344,31120.29297,1.27,11.486,0.99999947,0.14210526,0.80305263
0.62179221,4810.006368,80.1667728,31117.95703,1.27,11.09,0.99999947,0.14210526,0.80305263
0.62184997,4814.996832,80.2499472,31117.28516,1.27,10.546,0.99999947,0.14210526,0.80305263
0.62190795,4820.006304,80.3334384,31124.73438,1.27,11.107,0.99999947,0.14210526,0.80305263
0.62196581,4825.005408,80.4167568,31122.86328,1.27,10.875,0.99999947,0.14210526,0.80305263
0.6220237,4830.007104,80.5001184,31147.09961,1.26,11.41,0.99999947,0.14210526,0.80305263
0.62208155,4835.005344,80.5834224,31113.06836,1.26,11.901,0.99999947,0.14210526,0.80305263
0.62213944,4840.00704,80.666784,31151.21875,1.26,10.83,0.99999947,0.14210526,0.80305263
0.62219731,4845.007008,80.7501168,31149.93555,1.26,10.351,0.99999947,0.14210526,0.80305263
0.62225518,4850.006976,80.8334496,31158.04297,1.26,9.574,0.99999947,0.14210526,0.80305263
0.62231305,4855.006944,80.9167824,31155.4668,1.26,10.098,0.99999947,0.14210526,0.80305263
0.62237091,4860.006048,81.0001008,31146,1.26,10.296,0.99999947,0.14210526,0.80305263
0.62242879,4865.00688,81.083448,31166.81445,1.26,10.724,0.99999947,0.14210526,0.80305263
0.62248666,4870.006848,81.1667808,31167.73242,1.26,10.334,0.99999947,0.14210526,0.80305263
0.62254452,4875.005952,81.2500992,31160.57813,1.26,13.335,0.99999947,0.14210526,0.80305263
0.62260242,4880.008512,81.3334752,31123.25391,1.26,12.697,0.99999947,0.14210526,0.80305263
0.62266026,4885.005888,81.4167648,31155.86328,1.26,12.082,0.99999947,0.14210526,0.80305263
0.62271813,4890.005856,81.5000976,31134.85742,1.26,11.084,0.99999947,0.14210526,0.80305263
0.622776,4895.005824,81.5834304,31129.30469,1.26,10.691,0.99999947,0.14210526,0.80305263
0.62283389,4900.00752,81.666792,31151.32617,1.26,10.62,0.99999947,0.14210526,0.80305263
0.62289176,4905.007488,81.7501248,31156.50391,1.26,10.948,0.99999947,0.14210526,0.80305263
0.62294961,4910.005728,81.8334288,31135.2832,1.26,11.033,0.99999947,0.14210526,0.80305263
0.62300751,4915.008288,81.9168048,31142.99414,1.26,10.806,0.99999947,0.14210526,0.80305263
0.62306536,4920.006528,82.0001088,31122,1.26,11.075,0.99999947,0.14210526,0.80305263
0.62312324,4925.00736,82.083456,31131.63867,1.26,11.271,0.99999947,0.14210526,0.80305263
0.6231811,4930.006464,82.1667744,31133.14453,1.26,11.51,0.99999947,0.14210526,0.80305263
0.62323898,4935.007296,82.2501216,31094.17969,1.26,11.588,0.99999947,0.14210526,0.80305263
0.62329685,4940.007264,82.3334544,31101.5957,1.26,11.766,0.99999947,0.14210526,0.80305263
0.62335471,4945.006368,82.4167728,31063.74414,1.26,11.315,0.99999947,0.14210526,0.80305263
0.62341259,4950.0072,82.50012,31092.82227,1.27,11.073,0.99999947,0.14210526,0.80305263
0.62347045,4955.006304,82.5834384,31046.59375,1.27,10.942,0.99999947,0.14210526,0.80305263
0.62352833,4960.007136,82.6667856,31029.38672,1.27,10.644,0.99999947,0.14210526,0.80305263
0.62358621,4965.007968,82.7501328,31035.41602,1.27,10.952,0.99999947,0.14210526,0.80305263
0.62364408,4970.007936,82.8334656,31024.06641,1.27,11.316,0.99999947,0.14210526,0.80305263
0.62370195,4975.007904,82.9167984,30975.60547,1.27,11.694,0.99999947,0.14210526,0.80305263
0.62375983,4980.008736,83.0001456,30966.61914,1.27,11.127,0.99999947,0.14210526,0.80305263
0.62381767,4985.006112,83.0834352,30958.30273,1.27,11.42,0.99999947,0.14210526,0.80305263
0.62387558,4990.009536,83.1668256,30984.16992,1.27,11.176,0.99999947,0.14210526,0.80305263
0.62393343,4995.007776,83.2501296,30984.33789,1.26,10.839,0.99999947,0.14210526,0.80305263
0.6239913,5000.007744,83.3334624,30928.40625,1.26,11.162,0.99999947,0.14210526,0.80305263
0.62404917,5005.007712,83.4167952,30939.36914,1.26,11.235,0.99999947,0.14210526,0.80305263
0.62410704,5010.00768,83.500128,30929.28516,1.26,11.059,0.99999947,0.14210526,0.80305263
0.62416491,5015.007648,83.5834608,30908.78516,1.26,11.667,0.99999947,0.14210526,0.80305263
0.62422279,5020.00848,83.666808,30914.33594,1.26,11.388,0.99999947,0.14210526,0.80305263
0.62428066,5025.008448,83.7501408,30908.75,1.26,11.967,0.99999947,0.14210526,0.80305263
0.62433852,5030.007552,83.8334592,30903.61719,1.26,11.446,0.99999947,0.14210526,0.80305263
0.62439638,5035.006656,83.9167776,30881.53711,1.26,11.306,0.99999947,0.14210526,0.80305263
0.62445427,5040.008352,84.0001392,30878.94727,1.26,11.65,0.99999947,0.14210526,0.80305263
0.62451213,5045.007456,84.0834576,30847.83398,1.26,11.3,0.99999947,0.14210526,0.80305263
0.62457,5050.007424,84.1667904,30842.94922,1.26,10.95,0.99999947,0.14210526,0.80305263
0.62462786,5055.006528,84.2501088,30837.97656,1.26,10.485,0.99999947,0.14210526,0.80305263
0.62468574,5060.00736,84.333456,30818.24023,1.26,10.779,0.99999947,0.14210526,0.80305263
0.62474361,5065.007328,84.4167888,30817.41602,1.26,10.948,0.99999947,0.14210526,0.80305263
0.62480147,5070.006432,84.5001072,30785.28906,1.26,10.596,0.99999947,0.14210526,0.80305263
0.62485935,5075.007264,84.5834544,30787.24609,1.26,10.388,0.99999947,0.14210526,0.80305263
0.62491723,5080.008096,84.6668016,30794.44336,1.26,10.323,0.99999947,0.14210526,0.80305263
0.62497509,5085.0072,84.75012,30772.8418,1.26,10.364,0.99999947,0.14210526,0.80305263
0.62503298,5090.008896,84.8334816,30761.70703,1.26,10.31,0.99999947,0.14210526,0.80305263
0.62509083,5095.007136,84.9167856,30764.26172,1.26,10.288,0.99999947,0.14210526,0.80305263
0.62514872,5100.008832,85.0001472,30737.25586,1.26,10.121,0.99999947,0.14210526,0.80305263
0.62520659,5105.0088,85.08348,30733.125,1.27,10.015,0.99999947,0.14210526,0.80305263
0.62526446,5110.008768,85.1668128,30696.49609,1.27,10.452,0.99999947,0.14210526,0.80305263
0.62532231,5115.007008,85.2501168,30710,1.26,10.69,0.99999947,0.14210526,0.80305263
0.62538019,5120.00784,85.333464,30690.51367,1.27,10.443,0.99999947,0.14210526,0.80305263
0.62543807,5125.008672,85.4168112,30693.48242,1.26,10.108,0.99999947,0.14210526,0.80305263
0.62549593,5130.007776,85.5001296,30705.06641,1.26,9.9579,0.99999947,0.14210526,0.80305263
0.6255538,5135.007744,85.5834624,30698.02148,1.26,10.309,0.99999947,0.14210526,0.80305263
0.62561168,5140.008576,85.6668096,30662.45703,1.26,10.202,0.99999947,0.14210526,0.80305263
0.62566954,5145.00768,85.750128,30651.88867,1.26,10.597,0.99999947,0.14210526,0.80305263
0.6257274,5150.006784,85.8334464,30653.20313,1.26,10.575,0.99999947,0.14210526,0.80305263
0.62578528,5155.007616,85.9167936,30630.06055,1.26,10.104,0.99999947,0.14210526,0.80305263
0.62584318,5160.010176,86.0001696,30643.33008,1.26,10.818,0.99999947,0.14210526,0.80305263
0.62590102,5165.007552,86.0834592,30618.86328,1.26,12.414,0.99999947,0.14210526,0.80305263
0.62595892,5170.010112,86.1668352,30623.84766,1.26,11.638,0.99999947,0.14210526,0.80305263
0.62601677,5175.008352,86.2501392,30605.67383,1.26,10.82,0.99999947,0.14210526,0.80305263
0.62607463,5180.007456,86.3334576,30606.92188,1.26,10.169,0.99999947,0.14210526,0.80305263
0.62613252,5185.009152,86.4168192,30563.58984,1.26,9.3192,0.99999947,0.14210526,0.80305263
0.62619039,5190.00912,86.500152,30575.61328,1.26,9.6724,0.99999947,0.14210526,0.80305263
0.62624824,5195.00736,86.583456,30554.54297,1.26,9.7704,0.99999947,0.14210526,0.80305263
0.62630613,5200.009056,86.6668176,30556.75391,1.26,9.9077,0.99999947,0.14210526,0.80305263
0.62636399,5205.00816,86.750136,30546.0293,1.26,10.038,0.99999947,0.14210526,0.80305263
0.62642185,5210.007264,86.8334544,30520.0957,1.26,10.702,0.99999947,0.14210526,0.80305263
0.62647973,5215.008096,86.9168016,30532.5,1.26,12.701,0.99999947,0.14210526,0.80305263
0.6265376,5220.008064,87.0001344,30535.91406,1.26,12.01,0.99999947,0.14210526,0.80305263
0.62659546,5225.007168,87.0834528,30518.83398,1.26,11.605,0.99999947,0.14210526,0.80305263
0.62665335,5230.008864,87.1668144,30512.37695,1.26,12.306,0.99999947,0.14210526,0.80305263
0.62671122,5235.008832,87.2501472,30478.52734,1.26,11.871,0.99999947,0.14210526,0.80305263
0.62676909,5240.0088,87.33348,30500.14063,1.26,11.346,0.99999947,0.14210526,0.80305263
0.62682695,5245.007904,87.4167984,30477.85742,1.26,11.24,0.99999947,0.14210526,0.80305263
0.62688483,5250.008736,87.5001456,30505.76563,1.26,12.152,0.99999947,0.14210526,0.80305263
0.62694268,5255.006976,87.5834496,30509.57227,1.26,11.567,0.99999947,0.14210526,0.80305263
0.62700055,5260.006944,87.6667824,30450.2207,1.26,10.672,0.99999947,0.14210526,0.80305263
0.62705843,5265.007776,87.7501296,30448.4707,1.26,10.805,0.99999947,0.14210526,0.80305263
0.62711631,5270.008608,87.8334768,30456.22656,1.26,10.834,0.99999947,0.14210526,0.80305263
0.62717418,5275.008576,87.9168096,30447.18945,1.26,11.108,0.99999947,0.14210526,0.80305263
0.62723208,5280.011136,88.0001856,30445.29102,1.26,11.429,0.99999947,0.14210526,0.80305263
0.62728992,5285.008512,88.0834752,30420.85547,1.26,10.71,0.99999947,0.14210526,0.80305263
0.62734779,5290.00848,88.166808,30406.09375,1.26,9.9787,0.99999947,0.14210526,0.80305263
0.62740566,5295.008448,88.2501408,30400.05469,1.26,10.058,0.99999947,0.14210526,0.80305263
0.62746353,5300.008416,88.3334736,30381.19141,1.26,10.138,0.99999947,0.14210526,0.80305263
0.6275214,5305.008384,88.4168064,30394.48047,1.26,10.593,0.99999947,0.14210526,0.80305263
0.62757927,5310.008352,88.5001392,30389.75195,1.26,10.257,0.99999947,0.14210526,0.80305263
0.62763713,5315.007456,88.5834576,30397.07617,1.26,10.28,0.99999947,0.14210526,0.80305263
0.62769502,5320.009152,88.6668192,30390.85742,1.26,10.289,0.99999947,0.14210526,0.80305263
0.62775288,5325.008256,88.7501376,30373.91797,1.26,10.17,0.99999947,0.14210526,0.80305263
0.62781076,5330.009088,88.8334848,30377.56055,1.26,10.109,0.99999947,0.14210526,0.80305263
0.62786862,5335.008192,88.9168032,30351.47461,1.26,10.034,0.99999947,0.14210526,0.80305263
0.6279265,5340.009024,89.0001504,30354.64648,1.26,10.1,0.99999947,0.14210526,0.80305263
0.62798435,5345.007264,89.0834544,30345.8457,1.26,10.067,0.99999947,0.14210526,0.80305263
0.62804224,5350.00896,89.166816,30333.85938,1.26,10.474,0.99999947,0.14210526,0.80305263
0.6281001,5355.008064,89.2501344,30338.10938,1.26,10.358,0.99999947,0.14210526,0.80305263
0.62815795,5360.006304,89.3334384,30337.01563,1.26,10.417,0.99999947,0.14210526,0.80305263
0.62821583,5365.007136,89.4167856,30324.34766,1.26,10.579,0.99999947,0.14210526,0.80305263
0.62827373,5370.009696,89.5001616,30327.16016,1.26,10.51,0.99999947,0.14210526,0.80305263
0.62833158,5375.007936,89.5834656,30340.91016,1.26,10.515,0.99999947,0.14210526,0.80305263
0.62838946,5380.008768,89.6668128,30289.07227,1.26,10.33,0.99999947,0.14210526,0.80305263
0.62844734,5385.0096,89.75016,30287.57031,1.26,10.23,0.99999947,0.14210526,0.80305263
0.62850519,5390.00784,89.833464,30290.05664,1.26,10.256,0.99999947,0.14210526,0.80305263
0.62856306,5395.007808,89.9167968,30302.33203,1.26,10.012,0.99999947,0.14210526,0.80305263
0.62862094,5400.00864,90.000144,30320.97852,1.26,9.6585,0.99999947,0.14210526,0.80305263
0.62867883,5405.010336,90.0835056,30306.46289,1.26,9.9654,0.99999947,0.14210526,0.80305263
0.62873667,5410.007712,90.1667952,30301.46289,1.26,9.9154,0.99999947,0.14210526,0.80305263
0.62879455,5415.008544,90.2501424,30308.0918,1.26,10.141,0.99999947,0.14210526,0.80305263
0.62885242,5420.008512,90.3334752,30312.80859,1.26,10.574,0.99999947,0.14210526,0.80305263
0.62891029,5425.00848,90.416808,30338.31445,1.26,10.374,0.99999947,0.14210526,0.80305263
0.62896817,5430.009312,90.5001552,30353.96484,1.26,10.725,0.99999947,0.14210526,0.80305263
0.62902602,5435.007552,90.5834592,30381.16602,1.26,10.451,0.99999947,0.14210526,0.80305263
0.6290839,5440.008384,90.6668064,30361.00391,1.26,10.23,0.99999947,0.14210526,0.80305263
0.62914179,5445.01008,90.750168,30384.87109,1.26,10.591,0.99999947,0.14210526,0.80305263
0.62919964,5450.00832,90.833472,30409.68359,1.26,10.496,0.99999947,0.14210526,0.80305263
0.6292575,5455.007424,90.9167904,30414.63086,1.26,10.863,0.99999947,0.14210526,0.80305263
0.62931537,5460.007392,91.0001232,30444.20508,1.26,11.875,0.99999947,0.14210526,0.80305263
0.62937324,5465.00736,91.083456,30431.61914,1.26,11.25,0.99999947,0.14210526,0.80305263
0.62943113,5470.009056,91.1668176,30449.81836,1.26,11.042,0.99999947,0.14210526,0.80305263
0.62948898,5475.007296,91.2501216,30446.39063,1.26,11.148,0.99999947,0.14210526,0.80305263
0.62954687,5480.008992,91.3334832,30456.66211,1.26,10.963,0.99999947,0.14210526,0.80305263
0.62960474,5485.00896,91.416816,30492.2207,1.26,8.4455,0.99999947,0.14210526,0.80305263
0.62966259,5490.0072,91.50012,30495.65234,1.26,8.8195,0.99999947,0.14210526,0.80305263
0.62972048,5495.008896,91.5834816,30489.46289,1.26,9.4346,0.99999947,0.14210526,0.80305263
0.62977833,5500.007136,91.6667856,30495.45703,1.26,10.288,0.99999947,0.14210526,0.80305263
0.62983622,5505.008832,91.7501472,30517.70117,1.26,10.008,0.99999947,0.14210526,0.80305263
0.62989407,5510.007072,91.8334512,30532.74023,1.26,9.9298,0.99999947,0.14210526,0.80305263
0.62995196,5515.008768,91.9168128,30533.60156,1.26,10.106,0.99999947,0.14210526,0.80305263
